case_id;regiao_administrativa;cobertura_cadastral;evidencia_status;evidencia_endereco;evidencia_valor;n_evidencias;fraude_latente
CASE-01741;Ceilândia;0.55;1;1;0;2;1
CASE-01742;Plano Piloto;0.97;0;0;0;0;0
CASE-01743;Samambaia;0.62;1;1;0;2;1
CASE-01744;Ceilândia;0.55;0;0;0;0;0
CASE-01745;Sobradinho;0.70;0;1;0;1;0
CASE-01746;Águas Claras;0.94;0;0;0;0;0
CASE-01747;Guará;0.90;1;1;0;2;1
CASE-01748;Guará;0.90;0;0;1;1;0
CASE-01749;Samambaia;0.62;0;0;0;0;0
CASE-01750;Guará;0.90;0;1;0;1;0
CASE-01751;Sobradinho;0.70;0;0;0;0;0
CASE-01752;Guará;0.90;0;0;0;0;0
CASE-01753;Águas Claras;0.94;1;0;0;1;0
CASE-01754;Taguatinga;0.84;0;0;0;0;0
CASE-01755;Samambaia;0.62;1;0;0;1;0
CASE-01756;Samambaia;0.62;1;1;0;2;1
CASE-01757;Águas Claras;0.94;0;0;1;1;0
CASE-01758;Ceilândia;0.55;0;1;0;1;0
CASE-01759;Sobradinho;0.70;1;1;0;2;1
CASE-01760;Gama;0.76;0;0;0;0;0
CASE-01761;Gama;0.76;0;0;1;1;0
CASE-01762;Gama;0.76;1;1;1;3;0
CASE-01763;Sobradinho;0.70;0;1;0;1;0
CASE-01764;Plano Piloto;0.97;1;0;0;1;1
CASE-01765;Plano Piloto;0.97;0;0;1;1;0
CASE-01766;Ceilândia;0.55;0;0;0;0;0
CASE-01767;Samambaia;0.62;0;1;0;1;0
CASE-01768;Águas Claras;0.94;0;1;1;2;0
CASE-01769;Gama;0.76;1;1;0;2;1
CASE-01770;Ceilândia;0.55;0;1;1;2;0
CASE-01771;Plano Piloto;0.97;1;0;0;1;0
CASE-01772;Guará;0.90;0;1;0;1;0
CASE-01773;Águas Claras;0.94;0;0;0;0;0
CASE-01774;Sobradinho;0.70;0;1;1;2;0
CASE-01775;Taguatinga;0.84;1;1;1;3;0
CASE-01776;Águas Claras;0.94;0;0;1;1;0
CASE-01777;Taguatinga;0.84;0;0;0;0;0
CASE-01778;Taguatinga;0.84;1;0;1;2;1
CASE-01779;Gama;0.76;0;0;0;0;0
CASE-01780;Ceilândia;0.55;0;1;1;2;1
CASE-01781;Samambaia;0.62;1;1;0;2;0
CASE-01782;Sobradinho;0.70;0;1;0;1;1
CASE-01783;Ceilândia;0.55;0;1;0;1;0
CASE-01784;Ceilândia;0.55;0;1;0;1;0
CASE-01785;Guará;0.90;1;1;0;2;0
CASE-01786;Taguatinga;0.84;0;0;0;0;0
CASE-01787;Ceilândia;0.55;1;0;0;1;0
CASE-01788;Guará;0.90;0;0;0;0;0
CASE-01789;Guará;0.90;0;0;0;0;0
CASE-01790;Sobradinho;0.70;1;1;1;3;1
CASE-01791;Plano Piloto;0.97;0;0;0;0;0
CASE-01792;Ceilândia;0.55;1;0;1;2;1
CASE-01793;Sobradinho;0.70;0;1;1;2;0
CASE-01794;Ceilândia;0.55;0;1;0;1;0
CASE-01795;Águas Claras;0.94;1;1;0;2;1
CASE-01796;Plano Piloto;0.97;0;0;0;0;0
CASE-01797;Plano Piloto;0.97;0;0;0;0;0
CASE-01798;Plano Piloto;0.97;0;0;0;0;0
CASE-01799;Taguatinga;0.84;0;0;0;0;0
CASE-01800;Samambaia;0.62;0;0;1;1;1
CASE-01801;Águas Claras;0.94;1;0;0;1;0
CASE-01802;Ceilândia;0.55;0;1;0;1;0
CASE-01803;Ceilândia;0.55;0;1;0;1;0
CASE-01804;Samambaia;0.62;0;0;0;0;0
CASE-01805;Ceilândia;0.55;1;1;1;3;0
CASE-01806;Ceilândia;0.55;0;0;0;0;0
CASE-01807;Águas Claras;0.94;0;0;0;0;0
CASE-01808;Taguatinga;0.84;0;0;0;0;0
CASE-01809;Ceilândia;0.55;0;1;0;1;0
CASE-01810;Águas Claras;0.94;0;0;0;0;0
CASE-01811;Águas Claras;0.94;0;0;0;0;0
CASE-01812;Guará;0.90;0;0;1;1;0
CASE-01813;Guará;0.90;0;0;1;1;1
CASE-01814;Guará;0.90;0;0;0;0;1
CASE-01815;Gama;0.76;0;0;0;0;0
CASE-01816;Guará;0.90;1;1;0;2;0
CASE-01817;Taguatinga;0.84;0;0;0;0;0
CASE-01818;Águas Claras;0.94;0;0;0;0;0
CASE-01819;Plano Piloto;0.97;1;0;0;1;1
CASE-01820;Taguatinga;0.84;0;0;0;0;0
CASE-01821;Taguatinga;0.84;0;0;0;0;0
CASE-01822;Ceilândia;0.55;1;1;0;2;0
CASE-01823;Samambaia;0.62;0;0;0;0;0
CASE-01824;Gama;0.76;0;1;0;1;0
CASE-01825;Ceilândia;0.55;0;0;0;0;0
CASE-01826;Guará;0.90;1;0;0;1;0
CASE-01827;Samambaia;0.62;0;1;1;2;0
CASE-01828;Águas Claras;0.94;0;1;0;1;0
CASE-01829;Águas Claras;0.94;1;0;0;1;0
CASE-01830;Ceilândia;0.55;0;0;0;0;0
CASE-01831;Taguatinga;0.84;0;0;0;0;0
CASE-01832;Águas Claras;0.94;0;0;0;0;0
CASE-01833;Ceilândia;0.55;0;0;0;0;0
CASE-01834;Águas Claras;0.94;0;1;0;1;0
CASE-01835;Taguatinga;0.84;1;1;0;2;0
CASE-01836;Taguatinga;0.84;0;0;0;0;0
CASE-01837;Ceilândia;0.55;1;0;1;2;1
CASE-01838;Guará;0.90;1;1;1;3;1
CASE-01839;Plano Piloto;0.97;0;0;0;0;0
CASE-01840;Ceilândia;0.55;1;0;1;2;0
CASE-01841;Guará;0.90;0;0;0;0;0
CASE-01842;Taguatinga;0.84;0;1;0;1;0
CASE-01843;Águas Claras;0.94;1;1;1;3;1
CASE-01844;Samambaia;0.62;0;1;0;1;0
CASE-01845;Taguatinga;0.84;0;0;0;0;0
CASE-01846;Guará;0.90;0;0;1;1;0
CASE-01847;Gama;0.76;1;0;1;2;0
CASE-01848;Águas Claras;0.94;0;1;1;2;1
CASE-01849;Águas Claras;0.94;0;1;0;1;0
CASE-01850;Ceilândia;0.55;0;0;0;0;0
CASE-01851;Águas Claras;0.94;1;1;1;3;1
CASE-01852;Samambaia;0.62;1;0;0;1;0
CASE-01853;Samambaia;0.62;0;0;0;0;0
CASE-01854;Guará;0.90;1;0;1;2;0
CASE-01855;Plano Piloto;0.97;0;1;0;1;0
CASE-01856;Ceilândia;0.55;0;1;0;1;0
CASE-01857;Ceilândia;0.55;0;1;0;1;0
CASE-01858;Águas Claras;0.94;0;0;0;0;0
CASE-01859;Guará;0.90;0;0;0;0;0
CASE-01860;Gama;0.76;0;0;1;1;0
CASE-01861;Ceilândia;0.55;0;1;0;1;0
CASE-01862;Samambaia;0.62;0;1;0;1;0
CASE-01863;Plano Piloto;0.97;0;0;1;1;0
CASE-01864;Taguatinga;0.84;0;1;0;1;0
CASE-01865;Sobradinho;0.70;1;0;0;1;0
CASE-01866;Sobradinho;0.70;0;1;0;1;0
CASE-01867;Plano Piloto;0.97;1;0;0;1;0
CASE-01868;Gama;0.76;0;1;0;1;0
CASE-01869;Gama;0.76;0;1;1;2;1
CASE-01870;Ceilândia;0.55;0;1;1;2;1
CASE-01871;Gama;0.76;0;0;0;0;0
CASE-01872;Águas Claras;0.94;0;0;0;0;0
CASE-01873;Gama;0.76;0;1;1;2;1
CASE-01874;Ceilândia;0.55;0;1;0;1;0
CASE-01875;Sobradinho;0.70;1;1;0;2;0
CASE-01876;Gama;0.76;0;0;0;0;0
CASE-01877;Águas Claras;0.94;0;0;0;0;0
CASE-01878;Guará;0.90;0;0;1;1;0
CASE-01879;Plano Piloto;0.97;0;0;0;0;0
CASE-01880;Águas Claras;0.94;0;1;0;1;0
CASE-01881;Taguatinga;0.84;0;0;0;0;0
CASE-01882;Samambaia;0.62;1;1;1;3;1
CASE-01883;Sobradinho;0.70;0;0;0;0;0
CASE-01884;Sobradinho;0.70;0;1;0;1;0
CASE-01885;Ceilândia;0.55;0;1;0;1;1
CASE-01886;Gama;0.76;0;1;0;1;0
CASE-01887;Plano Piloto;0.97;0;0;0;0;0
CASE-01888;Águas Claras;0.94;0;0;1;1;0
CASE-01889;Plano Piloto;0.97;1;0;1;2;0
CASE-01890;Sobradinho;0.70;0;1;1;2;1
CASE-01891;Sobradinho;0.70;0;1;0;1;0
CASE-01892;Plano Piloto;0.97;0;1;0;1;0
CASE-01893;Ceilândia;0.55;1;0;0;1;0
CASE-01894;Plano Piloto;0.97;0;1;0;1;1
CASE-01895;Plano Piloto;0.97;0;0;0;0;0
CASE-01896;Águas Claras;0.94;1;1;1;3;1
CASE-01897;Gama;0.76;0;1;0;1;0
CASE-01898;Guará;0.90;0;1;0;1;0
CASE-01899;Sobradinho;0.70;0;0;0;0;0
CASE-01900;Guará;0.90;1;1;0;2;1
CASE-01901;Ceilândia;0.55;1;1;0;2;0
CASE-01902;Ceilândia;0.55;1;0;1;2;1
CASE-01903;Samambaia;0.62;1;1;0;2;0
CASE-01904;Ceilândia;0.55;0;0;0;0;0
CASE-01905;Plano Piloto;0.97;1;1;0;2;0
CASE-01906;Samambaia;0.62;0;1;0;1;0
CASE-01907;Guará;0.90;1;1;0;2;1
CASE-01908;Águas Claras;0.94;0;0;0;0;0
CASE-01909;Águas Claras;0.94;1;0;0;1;1
CASE-01910;Sobradinho;0.70;0;1;0;1;0
CASE-01911;Ceilândia;0.55;0;0;0;0;0
CASE-01912;Águas Claras;0.94;0;0;0;0;0
CASE-01913;Sobradinho;0.70;0;0;0;0;0
CASE-01914;Gama;0.76;0;0;0;0;0
CASE-01915;Águas Claras;0.94;0;0;1;1;0
CASE-01916;Sobradinho;0.70;0;0;0;0;0
CASE-01917;Plano Piloto;0.97;0;0;0;0;0
CASE-01918;Guará;0.90;0;0;1;1;0
CASE-01919;Ceilândia;0.55;0;0;0;0;0
CASE-01920;Samambaia;0.62;0;0;0;0;0
CASE-01921;Plano Piloto;0.97;0;0;1;1;0
CASE-01922;Águas Claras;0.94;0;1;1;2;0
CASE-01923;Ceilândia;0.55;1;1;0;2;0
CASE-01924;Ceilândia;0.55;0;0;0;0;0
CASE-01925;Gama;0.76;0;0;0;0;0
CASE-01926;Águas Claras;0.94;0;1;1;2;0
CASE-01927;Guará;0.90;0;0;0;0;0
CASE-01928;Ceilândia;0.55;0;1;0;1;0
CASE-01929;Sobradinho;0.70;0;0;0;0;0
CASE-01930;Águas Claras;0.94;0;1;1;2;0
CASE-01931;Ceilândia;0.55;0;0;0;0;0
CASE-01932;Taguatinga;0.84;0;0;0;0;0
CASE-01933;Águas Claras;0.94;0;0;0;0;0
CASE-01934;Ceilândia;0.55;0;0;0;0;0
CASE-01935;Taguatinga;0.84;0;0;1;1;0
CASE-01936;Gama;0.76;0;0;1;1;0
CASE-01937;Guará;0.90;1;1;1;3;1
CASE-01938;Guará;0.90;0;0;0;0;0
CASE-01939;Guará;0.90;0;0;0;0;0
CASE-01940;Plano Piloto;0.97;1;0;1;2;0
CASE-01941;Plano Piloto;0.97;0;0;0;0;0
CASE-01942;Samambaia;0.62;0;0;0;0;0
CASE-01943;Samambaia;0.62;1;0;0;1;0
CASE-01944;Ceilândia;0.55;1;0;0;1;0
CASE-01945;Sobradinho;0.70;0;0;0;0;0
CASE-01946;Guará;0.90;0;0;1;1;0
CASE-01947;Samambaia;0.62;0;0;0;0;0
CASE-01948;Taguatinga;0.84;0;0;1;1;0
CASE-01949;Plano Piloto;0.97;0;0;1;1;0
CASE-01950;Ceilândia;0.55;1;1;1;3;0
CASE-01951;Sobradinho;0.70;0;1;0;1;0
CASE-01952;Samambaia;0.62;0;0;0;0;0
CASE-01953;Sobradinho;0.70;0;1;0;1;0
CASE-01954;Sobradinho;0.70;1;0;0;1;0
CASE-01955;Plano Piloto;0.97;0;0;0;0;0
CASE-01956;Gama;0.76;0;0;0;0;0
CASE-01957;Plano Piloto;0.97;0;1;1;2;0
CASE-01958;Plano Piloto;0.97;0;0;0;0;0
CASE-01959;Sobradinho;0.70;0;1;0;1;0
CASE-01960;Ceilândia;0.55;0;0;0;0;0
CASE-01961;Taguatinga;0.84;0;1;1;2;0
CASE-01962;Samambaia;0.62;0;1;0;1;0
CASE-01963;Samambaia;0.62;1;1;1;3;1
CASE-01964;Gama;0.76;0;0;0;0;0
CASE-01965;Ceilândia;0.55;0;0;0;0;0
CASE-01966;Guará;0.90;0;1;1;2;1
CASE-01967;Águas Claras;0.94;0;1;0;1;0
CASE-01968;Taguatinga;0.84;1;0;1;2;0
CASE-01969;Ceilândia;0.55;0;1;0;1;0
CASE-01970;Sobradinho;0.70;0;0;0;0;0
CASE-01971;Ceilândia;0.55;0;0;0;0;0
CASE-01972;Guará;0.90;0;1;0;1;0
CASE-01973;Sobradinho;0.70;1;0;0;1;0
CASE-01974;Ceilândia;0.55;0;1;0;1;0
CASE-01975;Samambaia;0.62;1;1;1;3;1
CASE-01976;Plano Piloto;0.97;0;0;0;0;0
CASE-01977;Águas Claras;0.94;0;1;1;2;1
CASE-01978;Ceilândia;0.55;0;1;0;1;0
CASE-01979;Sobradinho;0.70;0;0;0;0;0
CASE-01980;Plano Piloto;0.97;0;1;0;1;0
CASE-01981;Guará;0.90;1;1;0;2;1
CASE-01982;Ceilândia;0.55;0;1;0;1;0
CASE-01983;Ceilândia;0.55;0;0;1;1;0
CASE-01984;Samambaia;0.62;0;1;1;2;0
CASE-01985;Taguatinga;0.84;0;0;1;1;0
CASE-01986;Sobradinho;0.70;0;1;1;2;1
CASE-01987;Guará;0.90;0;0;1;1;0
CASE-01988;Gama;0.76;0;0;0;0;0
CASE-01989;Ceilândia;0.55;0;0;0;0;0
CASE-01990;Ceilândia;0.55;0;0;0;0;0
CASE-01991;Gama;0.76;0;0;1;1;0
CASE-01992;Samambaia;0.62;0;1;1;2;1
CASE-01993;Águas Claras;0.94;0;0;0;0;0
CASE-01994;Gama;0.76;0;1;1;2;0
CASE-01995;Taguatinga;0.84;1;0;0;1;0
CASE-01996;Taguatinga;0.84;1;1;0;2;0
CASE-01997;Águas Claras;0.94;1;1;1;3;1
CASE-01998;Ceilândia;0.55;0;0;0;0;0
CASE-01999;Ceilândia;0.55;0;0;0;0;0
CASE-02000;Sobradinho;0.70;0;0;0;0;0
CASE-02001;Águas Claras;0.94;0;0;0;0;0
CASE-02002;Guará;0.90;1;0;0;1;0
CASE-02003;Plano Piloto;0.97;1;0;0;1;0
CASE-02004;Guará;0.90;0;1;0;1;1
CASE-02005;Plano Piloto;0.97;0;0;1;1;0
CASE-02006;Taguatinga;0.84;0;0;0;0;0
CASE-02007;Plano Piloto;0.97;0;0;0;0;0
CASE-02008;Sobradinho;0.70;1;1;1;3;1
CASE-02009;Samambaia;0.62;0;0;0;0;0
CASE-02010;Taguatinga;0.84;0;0;1;1;0
CASE-02011;Ceilândia;0.55;0;1;1;2;1
CASE-02012;Sobradinho;0.70;0;0;1;1;0
CASE-02013;Taguatinga;0.84;0;0;0;0;0
CASE-02014;Guará;0.90;0;0;0;0;0
CASE-02015;Gama;0.76;0;0;0;0;0
CASE-02016;Plano Piloto;0.97;0;0;0;0;0
CASE-02017;Plano Piloto;0.97;0;0;0;0;0
CASE-02018;Guará;0.90;0;0;0;0;0
CASE-02019;Águas Claras;0.94;0;0;0;0;0
CASE-02020;Samambaia;0.62;1;1;0;2;0
CASE-02021;Taguatinga;0.84;1;1;0;2;0
CASE-02022;Plano Piloto;0.97;0;0;1;1;1
CASE-02023;Águas Claras;0.94;0;1;0;1;0
CASE-02024;Guará;0.90;1;1;0;2;1
CASE-02025;Plano Piloto;0.97;0;0;0;0;0
CASE-02026;Plano Piloto;0.97;0;1;0;1;0
CASE-02027;Gama;0.76;0;1;0;1;0
CASE-02028;Águas Claras;0.94;1;1;1;3;1
CASE-02029;Samambaia;0.62;0;1;1;2;0
CASE-02030;Taguatinga;0.84;1;1;0;2;0
CASE-02031;Sobradinho;0.70;0;0;1;1;0
CASE-02032;Guará;0.90;0;0;0;0;0
CASE-02033;Guará;0.90;1;0;0;1;0
CASE-02034;Ceilândia;0.55;0;1;0;1;0
CASE-02035;Ceilândia;0.55;0;0;0;0;0
CASE-02036;Sobradinho;0.70;0;0;1;1;0
CASE-02037;Plano Piloto;0.97;0;1;1;2;1
CASE-02038;Ceilândia;0.55;1;1;0;2;0
CASE-02039;Gama;0.76;1;0;0;1;0
CASE-02040;Gama;0.76;0;1;0;1;1
CASE-02041;Gama;0.76;0;0;0;0;0
CASE-02042;Ceilândia;0.55;1;0;0;1;0
CASE-02043;Plano Piloto;0.97;1;0;0;1;0
CASE-02044;Samambaia;0.62;0;0;0;0;0
CASE-02045;Gama;0.76;0;1;0;1;0
CASE-02046;Gama;0.76;0;0;0;0;0
CASE-02047;Gama;0.76;1;0;0;1;1
CASE-02048;Taguatinga;0.84;0;0;0;0;0
CASE-02049;Guará;0.90;0;0;0;0;0
CASE-02050;Taguatinga;0.84;0;0;0;0;0
CASE-02051;Águas Claras;0.94;0;0;0;0;0
CASE-02052;Ceilândia;0.55;0;0;0;0;0
CASE-02053;Taguatinga;0.84;1;0;0;1;0
CASE-02054;Taguatinga;0.84;0;0;0;0;0
CASE-02055;Guará;0.90;0;1;0;1;1
CASE-02056;Plano Piloto;0.97;0;0;0;0;0
CASE-02057;Águas Claras;0.94;1;0;0;1;0
CASE-02058;Taguatinga;0.84;0;0;0;0;0
CASE-02059;Ceilândia;0.55;1;1;0;2;0
CASE-02060;Gama;0.76;0;1;0;1;0
CASE-02061;Samambaia;0.62;0;0;1;1;0
CASE-02062;Guará;0.90;0;1;1;2;0
CASE-02063;Plano Piloto;0.97;0;0;0;0;0
CASE-02064;Samambaia;0.62;0;0;0;0;0
CASE-02065;Guará;0.90;0;1;0;1;0
CASE-02066;Taguatinga;0.84;0;0;0;0;0
CASE-02067;Sobradinho;0.70;0;0;0;0;0
CASE-02068;Águas Claras;0.94;0;0;0;0;0
CASE-02069;Sobradinho;0.70;0;0;0;0;0
CASE-02070;Sobradinho;0.70;0;1;0;1;0
CASE-02071;Sobradinho;0.70;1;1;1;3;1
CASE-02072;Ceilândia;0.55;0;1;0;1;1
CASE-02073;Samambaia;0.62;0;0;0;0;0
CASE-02074;Águas Claras;0.94;0;0;0;0;0
CASE-02075;Plano Piloto;0.97;1;1;0;2;0
CASE-02076;Sobradinho;0.70;0;0;1;1;0
CASE-02077;Taguatinga;0.84;0;0;0;0;0
CASE-02078;Gama;0.76;0;1;0;1;0
CASE-02079;Gama;0.76;0;1;0;1;0
CASE-02080;Guará;0.90;0;0;0;0;0
CASE-02081;Gama;0.76;0;0;0;0;0
CASE-02082;Guará;0.90;0;0;0;0;0
CASE-02083;Ceilândia;0.55;0;0;0;0;0
CASE-02084;Ceilândia;0.55;1;0;0;1;0
CASE-02085;Plano Piloto;0.97;0;0;0;0;0
CASE-02086;Guará;0.90;0;0;0;0;0
CASE-02087;Gama;0.76;0;1;0;1;0
CASE-02088;Guará;0.90;0;0;0;0;0
CASE-02089;Sobradinho;0.70;1;1;0;2;1
CASE-02090;Águas Claras;0.94;0;0;0;0;0
CASE-02091;Taguatinga;0.84;0;0;0;0;0
CASE-02092;Águas Claras;0.94;1;1;0;2;0
CASE-02093;Ceilândia;0.55;0;1;0;1;0
CASE-02094;Águas Claras;0.94;0;0;0;0;0
CASE-02095;Sobradinho;0.70;0;0;0;0;0
CASE-02096;Taguatinga;0.84;0;0;0;0;0
CASE-02097;Guará;0.90;0;0;0;0;0
CASE-02098;Sobradinho;0.70;1;1;0;2;1
CASE-02099;Águas Claras;0.94;0;0;0;0;0
CASE-02100;Águas Claras;0.94;0;0;1;1;0
CASE-02101;Samambaia;0.62;0;0;0;0;0
CASE-02102;Sobradinho;0.70;0;1;0;1;0
CASE-02103;Sobradinho;0.70;0;1;0;1;0
CASE-02104;Plano Piloto;0.97;0;0;0;0;0
CASE-02105;Águas Claras;0.94;0;1;0;1;0
CASE-02106;Guará;0.90;0;0;1;1;0
CASE-02107;Samambaia;0.62;0;0;0;0;0
CASE-02108;Águas Claras;0.94;1;1;0;2;0
CASE-02109;Plano Piloto;0.97;0;0;0;0;0
CASE-02110;Samambaia;0.62;0;0;0;0;0
CASE-02111;Sobradinho;0.70;1;1;0;2;1
CASE-02112;Samambaia;0.62;0;1;0;1;0
CASE-02113;Sobradinho;0.70;1;1;1;3;1
CASE-02114;Gama;0.76;0;1;0;1;0
CASE-02115;Plano Piloto;0.97;0;0;0;0;0
CASE-02116;Ceilândia;0.55;1;0;0;1;0
CASE-02117;Gama;0.76;0;0;0;0;0
CASE-02118;Samambaia;0.62;0;0;0;0;0
CASE-02119;Samambaia;0.62;0;0;1;1;0
CASE-02120;Taguatinga;0.84;0;0;1;1;0
CASE-02121;Águas Claras;0.94;0;0;1;1;0
CASE-02122;Águas Claras;0.94;1;1;0;2;1
CASE-02123;Sobradinho;0.70;0;0;0;0;0
CASE-02124;Taguatinga;0.84;0;0;0;0;0
CASE-02125;Guará;0.90;0;0;1;1;0
CASE-02126;Guará;0.90;0;0;0;0;0
CASE-02127;Guará;0.90;0;0;1;1;0
CASE-02128;Guará;0.90;0;0;0;0;0
CASE-02129;Samambaia;0.62;0;0;0;0;0
CASE-02130;Ceilândia;0.55;0;0;0;0;0
CASE-02131;Sobradinho;0.70;1;1;1;3;1
CASE-02132;Sobradinho;0.70;1;1;0;2;1
CASE-02133;Samambaia;0.62;0;0;1;1;0
CASE-02134;Taguatinga;0.84;0;1;0;1;0
CASE-02135;Gama;0.76;0;0;0;0;0
CASE-02136;Taguatinga;0.84;1;1;1;3;1
CASE-02137;Plano Piloto;0.97;0;0;1;1;0
CASE-02138;Gama;0.76;1;0;1;2;1
CASE-02139;Gama;0.76;0;0;0;0;0
CASE-02140;Gama;0.76;0;0;0;0;0
CASE-02141;Ceilândia;0.55;1;1;1;3;0
CASE-02142;Plano Piloto;0.97;0;0;0;0;0
CASE-02143;Águas Claras;0.94;1;0;0;1;0
CASE-02144;Ceilândia;0.55;0;0;1;1;0
CASE-02145;Taguatinga;0.84;0;0;0;0;0
CASE-02146;Ceilândia;0.55;0;1;0;1;0
CASE-02147;Águas Claras;0.94;0;1;0;1;0
CASE-02148;Taguatinga;0.84;0;1;0;1;0
CASE-02149;Sobradinho;0.70;0;0;0;0;0
CASE-02150;Plano Piloto;0.97;0;1;0;1;0
CASE-02151;Sobradinho;0.70;0;1;0;1;0
CASE-02152;Guará;0.90;0;0;0;0;0
CASE-02153;Ceilândia;0.55;0;1;0;1;1
CASE-02154;Gama;0.76;0;1;0;1;0
CASE-02155;Samambaia;0.62;0;1;1;2;0
CASE-02156;Guará;0.90;1;0;1;2;1
CASE-02157;Guará;0.90;0;0;0;0;0
CASE-02158;Taguatinga;0.84;1;0;1;2;0
CASE-02159;Gama;0.76;0;0;1;1;0
CASE-02160;Taguatinga;0.84;1;0;0;1;0
CASE-02161;Sobradinho;0.70;0;0;0;0;0
CASE-02162;Águas Claras;0.94;0;0;0;0;0
CASE-02163;Taguatinga;0.84;0;0;0;0;0
CASE-02164;Gama;0.76;0;1;1;2;0
CASE-02165;Ceilândia;0.55;0;1;0;1;1
CASE-02166;Samambaia;0.62;0;1;0;1;0
CASE-02167;Guará;0.90;1;0;0;1;0
CASE-02168;Águas Claras;0.94;0;0;1;1;0
CASE-02169;Sobradinho;0.70;1;0;0;1;0
CASE-02170;Sobradinho;0.70;0;0;0;0;0
CASE-02171;Samambaia;0.62;0;1;0;1;0
CASE-02172;Plano Piloto;0.97;0;0;0;0;0
CASE-02173;Samambaia;0.62;1;0;0;1;1
CASE-02174;Ceilândia;0.55;1;0;1;2;0
CASE-02175;Águas Claras;0.94;0;0;0;0;0
CASE-02176;Taguatinga;0.84;0;0;1;1;0
CASE-02177;Gama;0.76;0;0;0;0;0
CASE-02178;Guará;0.90;0;0;0;0;0
CASE-02179;Águas Claras;0.94;0;0;1;1;0
CASE-02180;Águas Claras;0.94;1;0;0;1;0
CASE-02181;Taguatinga;0.84;0;1;1;2;1
CASE-02182;Gama;0.76;0;0;0;0;0
CASE-02183;Guará;0.90;0;0;0;0;0
CASE-02184;Sobradinho;0.70;0;1;1;2;0
CASE-02185;Ceilândia;0.55;0;1;0;1;0
CASE-02186;Guará;0.90;0;1;0;1;0
CASE-02187;Ceilândia;0.55;0;1;0;1;0
CASE-02188;Águas Claras;0.94;0;0;0;0;0
CASE-02189;Samambaia;0.62;0;0;1;1;0
CASE-02190;Águas Claras;0.94;0;0;0;0;0
CASE-02191;Águas Claras;0.94;1;0;1;2;1
CASE-02192;Sobradinho;0.70;1;1;0;2;0
CASE-02193;Gama;0.76;0;0;1;1;0
CASE-02194;Gama;0.76;0;1;0;1;0
CASE-02195;Sobradinho;0.70;0;0;0;0;0
CASE-02196;Gama;0.76;0;0;0;0;0
CASE-02197;Plano Piloto;0.97;0;0;1;1;0
CASE-02198;Guará;0.90;1;0;0;1;0
CASE-02199;Samambaia;0.62;0;0;0;0;0
CASE-02200;Sobradinho;0.70;1;0;0;1;1
CASE-02201;Gama;0.76;0;1;0;1;0
CASE-02202;Samambaia;0.62;0;1;1;2;0
CASE-02203;Águas Claras;0.94;0;0;1;1;0
CASE-02204;Samambaia;0.62;0;1;0;1;1
CASE-02205;Plano Piloto;0.97;0;0;0;0;0
CASE-02206;Plano Piloto;0.97;0;1;0;1;0
CASE-02207;Águas Claras;0.94;0;1;1;2;0
CASE-02208;Guará;0.90;0;0;0;0;0
CASE-02209;Plano Piloto;0.97;0;0;0;0;0
CASE-02210;Plano Piloto;0.97;0;0;0;0;0
CASE-02211;Guará;0.90;0;0;0;0;0
CASE-02212;Gama;0.76;0;1;0;1;0
CASE-02213;Ceilândia;0.55;0;1;0;1;0
CASE-02214;Ceilândia;0.55;0;0;0;0;0
CASE-02215;Samambaia;0.62;0;0;0;0;0
CASE-02216;Águas Claras;0.94;0;0;0;0;0
CASE-02217;Ceilândia;0.55;0;0;0;0;0
CASE-02218;Plano Piloto;0.97;1;1;0;2;1
CASE-02219;Gama;0.76;0;0;0;0;0
CASE-02220;Taguatinga;0.84;1;1;1;3;1
CASE-02221;Samambaia;0.62;0;1;0;1;0
CASE-02222;Guará;0.90;0;0;0;0;0
CASE-02223;Gama;0.76;0;1;1;2;0
CASE-02224;Ceilândia;0.55;1;1;0;2;0
CASE-02225;Águas Claras;0.94;0;0;0;0;0
CASE-02226;Guará;0.90;1;0;0;1;0
CASE-02227;Águas Claras;0.94;1;0;0;1;0
CASE-02228;Samambaia;0.62;1;1;0;2;0
CASE-02229;Gama;0.76;0;0;0;0;0
CASE-02230;Guará;0.90;0;0;0;0;0
CASE-02231;Plano Piloto;0.97;0;0;0;0;0
CASE-02232;Ceilândia;0.55;0;1;0;1;1
CASE-02233;Sobradinho;0.70;0;1;0;1;0
CASE-02234;Taguatinga;0.84;0;1;0;1;1
CASE-02235;Águas Claras;0.94;1;1;0;2;1
CASE-02236;Gama;0.76;0;0;0;0;0
CASE-02237;Samambaia;0.62;0;0;0;0;0
CASE-02238;Sobradinho;0.70;0;0;0;0;0
CASE-02239;Sobradinho;0.70;0;1;0;1;0
CASE-02240;Ceilândia;0.55;0;1;0;1;0
CASE-02241;Guará;0.90;0;0;0;0;0
CASE-02242;Águas Claras;0.94;1;1;1;3;1
CASE-02243;Sobradinho;0.70;0;1;0;1;0
CASE-02244;Gama;0.76;0;0;0;0;0
CASE-02245;Plano Piloto;0.97;0;0;0;0;0
CASE-02246;Guará;0.90;0;0;0;0;0
CASE-02247;Sobradinho;0.70;0;0;0;0;0
CASE-02248;Plano Piloto;0.97;1;1;0;2;0
CASE-02249;Gama;0.76;0;0;0;0;0
CASE-02250;Águas Claras;0.94;0;0;0;0;0
CASE-02251;Guará;0.90;0;1;1;2;1
